Province,City,Year,Month,Day,Weather,Max Temperature (℃),Min Temperature (℃),Rainfall (mm),Snowfall (cm)
Seoul Gyeonggi,Seoul,2019,7,20,Rainy,31.9,25.1,1.1,0
Seoul Gyeonggi,Seoul,2019,7,21,Rainy,27,24.2,6.2,0
Seoul Gyeonggi,Seoul,2019,7,22,Rainy,31,24.2,0.1,0
Seoul Gyeonggi,Seoul,2019,7,23,Cloudy,32.9,24.4,0,0
Seoul Gyeonggi,Seoul,2019,7,24,Rainy,27.2,25.2,1,0
Seoul Gyeonggi,Seoul,2019,7,25,Rainy,27.4,25.6,9.7,0
Seoul Gyeonggi,Seoul,2019,7,26,Rainy,25.9,23.7,60,0
Seoul Gyeonggi,Seoul,2019,7,27,Rainy,33.4,24.9,0.6,0
Seoul Gyeonggi,Seoul,2019,7,28,Rainy,28.2,25,25.6,0
Seoul Gyeonggi,Seoul,2019,7,29,Rainy,30,25.6,0.5,0
Seoul Gyeonggi,Seoul,2019,7,30,Rainy,30.8,26.3,1.2,0
Seoul Gyeonggi,Seoul,2019,7,31,Rainy,27.5,24,62.3,0
Seoul Gyeonggi,Seoul,2019,8,1,Rainy,30.1,23.5,26.9,0
Seoul Gyeonggi,Seoul,2019,8,2,Partly Cloudy,33.1,24.7,0,0
Seoul Gyeonggi,Seoul,2019,8,3,Rainy,36,25.6,3,0
Seoul Gyeonggi,Seoul,2019,8,4,Rainy,34.4,25,8.6,0
Seoul Gyeonggi,Seoul,2019,8,5,Sunny,35.9,25.6,0,0
Seoul Gyeonggi,Seoul,2019,8,6,Mostly Cloudy,36.8,27.9,0,0
Seoul Gyeonggi,Seoul,2019,8,7,Rainy,30.3,23.9,8,0
Seoul Gyeonggi,Seoul,2019,8,8,Mostly Cloudy,32.7,25.9,0,0
Seoul Gyeonggi,Seoul,2019,8,9,Partly Cloudy,34.6,26,0,0
Seoul Gyeonggi,Seoul,2019,8,10,Partly Cloudy,36.5,26.6,0,0
Seoul Gyeonggi,Seoul,2019,8,11,Rainy,35.7,26.3,6.7,0
Seoul Gyeonggi,Seoul,2019,8,12,Rainy,28.5,24.8,56.2,0
Seoul Gyeonggi,Seoul,2019,8,13,Rainy,35.3,25.1,6.4,0
Seoul Gyeonggi,Seoul,2019,8,14,Partly Cloudy,35.7,25.9,0,0
Seoul Gyeonggi,Seoul,2019,8,15,Rainy,28.6,23.9,16.2,0
Seoul Gyeonggi,Seoul,2019,8,16,Rainy,29.5,23,0.1,0
Seoul Gyeonggi,Seoul,2019,8,17,Partly Cloudy,28.8,23.4,0,0
Seoul Gyeonggi,Seoul,2019,8,18,Partly Cloudy,30.7,22.6,0,0
Seoul Gyeonggi,Seoul,2019,8,19,Partly Cloudy,31.3,21.2,0,0
Seoul Gyeonggi,Seoul,2019,8,20,Partly Cloudy,32.8,23.2,0,0
Seoul Gyeonggi,Seoul,2019,8,21,Rainy,30.4,24.4,1.3,0
Seoul Gyeonggi,Seoul,2019,8,22,Mostly Cloudy,31.4,23,0,0
Seoul Gyeonggi,Seoul,2019,8,23,Partly Cloudy,30.5,22.7,0,0
Seoul Gyeonggi,Seoul,2019,8,24,Partly Cloudy,27.3,21.5,0,0
Seoul Gyeonggi,Seoul,2019,8,25,Partly Cloudy,29.9,20.2,0,0
Seoul Gyeonggi,Seoul,2019,8,26,Mostly Cloudy,32.1,21.5,0,0
Seoul Gyeonggi,Seoul,2019,8,27,Rainy,29.3,22.2,20,0
Seoul Gyeonggi,Seoul,2019,8,28,Mostly Cloudy,30.2,23.6,0,0
Seoul Gyeonggi,Seoul,2019,8,29,Rainy,26.4,20.1,36.9,0
Seoul Gyeonggi,Seoul,2019,8,30,Rainy,27,19.5,0.2,0
Seoul Gyeonggi,Seoul,2019,8,31,Sunny,28.9,18.5,0,0
Seoul Gyeonggi,Incheon,2018,9,1,Partly Cloudy,29.9,21.8,0,0
Seoul Gyeonggi,Incheon,2018,9,2,Partly Cloudy,29.3,20.9,0,0
Seoul Gyeonggi,Incheon,2018,9,3,Rainy,26.1,21.5,19.7,0
Seoul Gyeonggi,Incheon,2018,9,4,Partly Cloudy,27.2,19.9,0,0
Seoul Gyeonggi,Incheon,2018,9,5,Sunny,27,22.6,0,0
Seoul Gyeonggi,Incheon,2018,9,6,Rainy,26.6,21.9,0.2,0
Seoul Gyeonggi,Incheon,2018,9,7,Rainy,24.7,19.1,1.7,0
Seoul Gyeonggi,Incheon,2018,9,8,Sunny,25.8,17.4,0,0
Seoul Gyeonggi,Incheon,2018,9,9,Sunny,25.7,16.6,0,0
Seoul Gyeonggi,Incheon,2018,9,10,Partly Cloudy,26.7,19.2,0,0
Seoul Gyeonggi,Incheon,2018,9,11,Mostly Cloudy,25.7,17.8,0,0
Seoul Gyeonggi,Incheon,2018,9,12,Partly Cloudy,27.3,18.4,0,0
Seoul Gyeonggi,Incheon,2018,9,13,Cloudy,27.4,21.4,0,0
Seoul Gyeonggi,Incheon,2018,9,14,Cloudy,26.4,21.8,0,0
Seoul Gyeonggi,Incheon,2018,9,15,Rainy,25,21.6,0.2,0
Seoul Gyeonggi,Incheon,2018,9,16,Rainy,23.4,20.9,1.5,0
Seoul Gyeonggi,Incheon,2018,9,17,Partly Cloudy,25.1,18.2,0,0
Seoul Gyeonggi,Incheon,2018,9,18,Cloudy,24.7,18.5,0,0
Seoul Gyeonggi,Incheon,2018,9,19,Rainy,24.1,18.9,0.2,0
Seoul Gyeonggi,Incheon,2018,9,20,Rainy,20,18,1.9,0
Seoul Gyeonggi,Incheon,2018,9,21,Rainy,21.8,17.7,13.6,0
Seoul Gyeonggi,Incheon,2018,9,22,Rainy,24.6,17.7,7.1,0
Seoul Gyeonggi,Incheon,2018,9,23,Partly Cloudy,24.3,17.9,0,0
Seoul Gyeonggi,Incheon,2018,9,24,Sunny,21.2,14.8,0,0
Seoul Gyeonggi,Incheon,2018,9,25,Partly Cloudy,23.1,12.5,0,0
Seoul Gyeonggi,Incheon,2018,9,26,Partly Cloudy,24.6,16.4,0,0
Seoul Gyeonggi,Incheon,2018,9,27,Sunny,24.7,13.9,0,0
Seoul Gyeonggi,Incheon,2018,9,28,Mostly Cloudy,21.4,15.5,0,0
Seoul Gyeonggi,Incheon,2018,9,29,Sunny,26.1,15.9,0,0
Seoul Gyeonggi,Incheon,2018,9,30,Sunny,21.2,15.9,0,0
Seoul Gyeonggi,Incheon,2018,10,1,Partly Cloudy,18.5,13.8,0,0
Seoul Gyeonggi,Incheon,2018,10,2,Sunny,20.4,11.9,0,0
Seoul Gyeonggi,Incheon,2018,10,3,Sunny,22.1,13.3,0,0
Seoul Gyeonggi,Incheon,2018,10,4,Mostly Cloudy,24.7,14.6,0,0
Seoul Gyeonggi,Incheon,2018,10,5,Rainy,20.2,16,17.3,0
Seoul Gyeonggi,Incheon,2018,10,6,Rainy,22.4,16.2,50.4,0
Seoul Gyeonggi,Incheon,2018,10,7,Partly Cloudy,20.4,13.1,0,0
Seoul Gyeonggi,Incheon,2018,10,8,Partly Cloudy,19.8,12.5,0,0
Seoul Gyeonggi,Incheon,2018,10,9,Rainy,19,13.2,0.3,0
Seoul Gyeonggi,Incheon,2018,10,10,Rainy,16.2,10.3,18.8,0
Seoul Gyeonggi,Incheon,2018,10,11,Sunny,13.8,9.1,0,0
Seoul Gyeonggi,Incheon,2018,10,12,Sunny,15.7,8.2,0,0
Seoul Gyeonggi,Incheon,2018,10,13,Sunny,17.8,8.4,0,0
Seoul Gyeonggi,Incheon,2018,10,14,Partly Cloudy,18.5,9.6,0,0
Seoul Gyeonggi,Incheon,2018,10,15,Partly Cloudy,20.3,12.4,0,0
Seoul Gyeonggi,Incheon,2018,10,16,Partly Cloudy,18.7,11.7,0,0
Seoul Gyeonggi,Incheon,2018,10,17,Sunny,16.9,9.6,0,0
Seoul Gyeonggi,Incheon,2018,10,18,Rainy,17.1,8,0.6,0
Seoul Gyeonggi,Incheon,2018,10,19,Sunny,18.2,8.7,0,0
Seoul Gyeonggi,Incheon,2018,10,20,Sunny,18.7,8.9,0,0
Seoul Gyeonggi,Incheon,2018,10,21,Partly Cloudy,18.5,9.4,0,0
Seoul Gyeonggi,Incheon,2018,10,22,Partly Cloudy,19,10.7,0,0
Seoul Gyeonggi,Incheon,2018,10,23,Rainy,16.6,11.6,6.8,0
Seoul Gyeonggi,Incheon,2018,10,24,Sunny,18.2,10.1,0,0
Seoul Gyeonggi,Incheon,2018,10,25,Partly Cloudy,19.4,10,0,0
Seoul Gyeonggi,Incheon,2018,10,26,Rainy,14.8,10.4,15.6,0
Seoul Gyeonggi,Incheon,2018,10,27,Partly Cloudy,11.4,8.5,0,0
Seoul Gyeonggi,Incheon,2018,10,28,Rainy,15.6,6.9,6.4,0
Seoul Gyeonggi,Incheon,2018,10,29,Partly Cloudy,12.3,5.3,0,0
Seoul Gyeonggi,Incheon,2018,10,30,Partly Cloudy,10.7,3.4,0,0
Seoul Gyeonggi,Incheon,2018,10,31,Sunny,11.7,5.3,0,0
Seoul Gyeonggi,Incheon,2018,11,1,Sunny,14.5,5,0,0
Seoul Gyeonggi,Incheon,2018,11,2,Sunny,16.8,6.9,0,0
Seoul Gyeonggi,Incheon,2018,11,3,Sunny,16.7,7.8,0,0
Seoul Gyeonggi,Incheon,2018,11,4,Partly Cloudy,16.8,7.7,0,0
Seoul Gyeonggi,Incheon,2018,11,5,Partly Cloudy,15.8,8.6,0,0
Seoul Gyeonggi,Incheon,2018,11,6,Cloudy,15.6,9.9,0,0
Seoul Gyeonggi,Incheon,2018,11,7,Rainy,14.2,11.1,2.5,0
Seoul Gyeonggi,Incheon,2018,11,8,Rainy,15.6,11.7,49.6,0
Seoul Gyeonggi,Incheon,2018,11,9,Mostly Cloudy,14.8,11,0,0
Seoul Gyeonggi,Incheon,2018,11,10,Rainy,15.9,9.8,0.5,0
Seoul Gyeonggi,Incheon,2018,11,11,Mostly Cloudy,10,6.6,0,0
Seoul Gyeonggi,Incheon,2018,11,12,Sunny,12.1,5,0,0
Seoul Gyeonggi,Incheon,2018,11,13,Sunny,13.1,5.3,0,0
Seoul Gyeonggi,Incheon,2018,11,14,Sunny,14,5.7,0,0
Seoul Gyeonggi,Incheon,2018,11,15,Partly Cloudy,14.6,6.5,0,0
Seoul Gyeonggi,Incheon,2018,11,16,Mostly Cloudy,13.4,4.7,0,0
Seoul Gyeonggi,Incheon,2018,11,17,Mostly Cloudy,8.1,2,0,0
Seoul Gyeonggi,Incheon,2018,11,18,Mostly Cloudy,10.4,3.3,0,0
Seoul Gyeonggi,Incheon,2018,11,19,Sunny,11.1,4.9,0,0
Seoul Gyeonggi,Incheon,2018,11,20,Rainy,11.6,2.7,1.3,0
Seoul Gyeonggi,Incheon,2018,11,21,Rainy,8.8,3.5,3.1,0
Seoul Gyeonggi,Incheon,2018,11,22,Sunny,6.8,0.4,0,0
Seoul Gyeonggi,Incheon,2018,11,23,Partly Cloudy,6.8,-1.2,0,0
Seoul Gyeonggi,Incheon,2018,11,24,Snowy,6.8,0.6,9.6,1.6
Seoul Gyeonggi,Incheon,2018,11,25,Partly Cloudy,10.1,3.1,0,0
Seoul Gyeonggi,Incheon,2018,11,26,Sunny,13.1,3.8,0,0
Seoul Gyeonggi,Incheon,2018,11,27,Partly Cloudy,12.5,5.7,0,0
Seoul Gyeonggi,Incheon,2018,11,28,Partly Cloudy,8.5,3.2,0,0
Seoul Gyeonggi,Incheon,2018,11,29,Partly Cloudy,5.5,2.2,0,0
Seoul Gyeonggi,Incheon,2018,11,30,Sunny,7.8,0.2,0,0
Seoul Gyeonggi,Incheon,2018,12,1,Partly Cloudy,10.1,3.1,0,0
Seoul Gyeonggi,Incheon,2018,12,2,Mostly Cloudy,12.7,4.5,0,0
Seoul Gyeonggi,Incheon,2018,12,3,Rainy,13.6,10.3,6.6,0
Seoul Gyeonggi,Incheon,2018,12,4,Rainy,10.3,0.4,5.8,0
Seoul Gyeonggi,Incheon,2018,12,5,Mostly Cloudy,2.3,-3.5,0,0
Seoul Gyeonggi,Incheon,2018,12,6,Mostly Cloudy,5.2,-1,0,0
Seoul Gyeonggi,Incheon,2018,12,7,Sunny,-1,-8.7,0,0
Seoul Gyeonggi,Incheon,2018,12,8,Sunny,-5,-10.9,0,0
Seoul Gyeonggi,Incheon,2018,12,9,Sunny,-3.1,-10.4,0,0
Seoul Gyeonggi,Incheon,2018,12,10,Partly Cloudy,2.5,-6.1,0,0
Seoul Gyeonggi,Incheon,2018,12,11,Mostly Cloudy,4.5,-1.4,0,0
Seoul Gyeonggi,Incheon,2018,12,12,Sunny,0.9,-3.2,0,0
Seoul Gyeonggi,Incheon,2018,12,13,Snowy,2.2,-4.6,3.6,4.2
Seoul Gyeonggi,Incheon,2018,12,14,Sunny,-1.1,-5.9,0,0
Seoul Gyeonggi,Incheon,2018,12,15,Partly Cloudy,1.7,-6.5,0,0
Seoul Gyeonggi,Incheon,2018,12,16,Snowy,3.4,-1.6,0.6,0.6
Seoul Gyeonggi,Incheon,2018,12,17,Sunny,6.4,-0.1,0,0
Seoul Gyeonggi,Incheon,2018,12,18,Partly Cloudy,8.1,-0.4,0,0
Seoul Gyeonggi,Incheon,2018,12,19,Partly Cloudy,8.7,2.6,0,0
Seoul Gyeonggi,Incheon,2018,12,20,Partly Cloudy,8,0.1,0,0
Seoul Gyeonggi,Incheon,2018,12,21,Cloudy,8.9,1.1,0,0
Seoul Gyeonggi,Incheon,2018,12,22,Partly Cloudy,9.6,3.3,0,0
Seoul Gyeonggi,Incheon,2018,12,23,Sunny,6.4,-2.5,0,0
Seoul Gyeonggi,Incheon,2018,12,24,Sunny,2.5,-4.3,0,0
Seoul Gyeonggi,Incheon,2018,12,25,Mostly Cloudy,4.7,-2.5,0,0
Seoul Gyeonggi,Incheon,2018,12,26,Partly Cloudy,3.1,-7,0,0
Seoul Gyeonggi,Incheon,2018,12,27,Sunny,-7,-11.7,0,0
Seoul Gyeonggi,Incheon,2018,12,28,Sunny,-6.6,-13.2,0,0
Seoul Gyeonggi,Incheon,2018,12,29,Sunny,-3.8,-9.2,0,0
Seoul Gyeonggi,Incheon,2018,12,30,Sunny,-3,-9.3,0,0
Seoul Gyeonggi,Incheon,2018,12,31,Partly Cloudy,-1,-9.1,0,0
Seoul Gyeonggi,Incheon,2019,1,1,Sunny,-0.9,-7.2,0,0
Seoul Gyeonggi,Incheon,2019,1,2,Sunny,0,-6.4,0,0
Seoul Gyeonggi,Incheon,2019,1,3,Sunny,2.4,-6.4,0,0
Seoul Gyeonggi,Incheon,2019,1,4,Partly Cloudy,3.5,-4.3,0,0
Seoul Gyeonggi,Incheon,2019,1,5,Sunny,0.5,-5.2,0,0
Seoul Gyeonggi,Incheon,2019,1,6,Partly Cloudy,1.9,-5.8,0,0
Seoul Gyeonggi,Incheon,2019,1,7,Partly Cloudy,2.5,-4.9,0,0
Seoul Gyeonggi,Incheon,2019,1,8,Sunny,0.3,-5.8,0,0
Seoul Gyeonggi,Incheon,2019,1,9,Partly Cloudy,-0.8,-8.3,0,0
Seoul Gyeonggi,Incheon,2019,1,10,Cloudy,2.1,-4.2,0,0
Seoul Gyeonggi,Incheon,2019,1,11,Mostly Cloudy,5.8,0.3,0,0
Seoul Gyeonggi,Incheon,2019,1,12,Partly Cloudy,6.3,0.8,0,0
Seoul Gyeonggi,Incheon,2019,1,13,Sunny,6.5,-2.7,0,0
Seoul Gyeonggi,Incheon,2019,1,14,Mostly Cloudy,4.4,-1.2,0,0
Seoul Gyeonggi,Incheon,2019,1,15,Partly Cloudy,2.4,-6.3,0,0
Seoul Gyeonggi,Incheon,2019,1,16,Snowy,-2,-9,0.6,0.6
Seoul Gyeonggi,Incheon,2019,1,17,Rainy,3.1,-2.2,0.1,0
Seoul Gyeonggi,Incheon,2019,1,18,Sunny,6.1,-3.3,0,0
Seoul Gyeonggi,Incheon,2019,1,19,Mostly Cloudy,8.5,0.8,0,0
Seoul Gyeonggi,Incheon,2019,1,20,Sunny,3.1,-4.6,0,0
Seoul Gyeonggi,Incheon,2019,1,21,Partly Cloudy,4.8,-4.5,0,0
Seoul Gyeonggi,Incheon,2019,1,22,Sunny,7.1,0.1,0,0
Seoul Gyeonggi,Incheon,2019,1,23,Sunny,6.5,-0.4,0,0
Seoul Gyeonggi,Incheon,2019,1,24,Sunny,4.3,-3.1,0,0
Seoul Gyeonggi,Incheon,2019,1,25,Sunny,1.3,-3.1,0,0
Seoul Gyeonggi,Incheon,2019,1,26,Sunny,1.6,-5.6,0,0
Seoul Gyeonggi,Incheon,2019,1,27,Partly Cloudy,4.1,-4.4,0,0
Seoul Gyeonggi,Incheon,2019,1,28,Sunny,4.2,-2.1,0,0
Seoul Gyeonggi,Incheon,2019,1,29,Partly Cloudy,4,-3.8,0,0
Seoul Gyeonggi,Incheon,2019,1,30,Mostly Cloudy,6.1,-1.2,0,0
Seoul Gyeonggi,Incheon,2019,1,31,Cloudy,1.6,-5,0,0
Seoul Gyeonggi,Incheon,2019,2,1,Sunny,2.7,-5.2,0,0
Seoul Gyeonggi,Incheon,2019,2,2,Cloudy,7.2,-1.8,0,0
Seoul Gyeonggi,Incheon,2019,2,3,Rainy,4.7,0.6,19.5,0
Seoul Gyeonggi,Incheon,2019,2,4,Partly Cloudy,1.8,-2.2,0,0
Seoul Gyeonggi,Incheon,2019,2,5,Partly Cloudy,8.8,-2.1,0,0
Seoul Gyeonggi,Incheon,2019,2,6,Cloudy,9.9,1.9,0,0
Seoul Gyeonggi,Incheon,2019,2,7,Partly Cloudy,5,-8.3,0,0
Seoul Gyeonggi,Incheon,2019,2,8,Mostly Cloudy,-3.6,-10.4,0,0
Seoul Gyeonggi,Incheon,2019,2,9,Partly Cloudy,-2.8,-7.3,0,0
Seoul Gyeonggi,Incheon,2019,2,10,Cloudy,-2.9,-8.1,0,0
Seoul Gyeonggi,Incheon,2019,2,11,Sunny,1,-6.3,0,0
Seoul Gyeonggi,Incheon,2019,2,12,Mostly Cloudy,2.2,-3.3,0,0
Seoul Gyeonggi,Incheon,2019,2,13,Partly Cloudy,1.1,-4.8,0,0
Seoul Gyeonggi,Incheon,2019,2,14,Mostly Cloudy,2.8,-5.6,0,0
Seoul Gyeonggi,Incheon,2019,2,15,Snowy,1.2,-2.8,2.6,3.5
Seoul Gyeonggi,Incheon,2019,2,16,Sunny,0,-4.5,0,0
Seoul Gyeonggi,Incheon,2019,2,17,Sunny,2.8,-4.9,0,0
Seoul Gyeonggi,Incheon,2019,2,18,Mostly Cloudy,4,-3.3,0,0
Seoul Gyeonggi,Incheon,2019,2,19,Snowy,3.7,-0.1,4.5,4.2
Seoul Gyeonggi,Incheon,2019,2,20,Mostly Cloudy,4.7,0.4,0,0
Seoul Gyeonggi,Incheon,2019,2,21,Sunny,6.4,-1.2,0,0
Seoul Gyeonggi,Incheon,2019,2,22,Mostly Cloudy,8.4,-0.7,0,0
Seoul Gyeonggi,Incheon,2019,2,23,Partly Cloudy,13.2,1,0,0
Seoul Gyeonggi,Incheon,2019,2,24,Partly Cloudy,11,1.8,0,0
Seoul Gyeonggi,Incheon,2019,2,25,Partly Cloudy,8.6,0.8,0,0
Seoul Gyeonggi,Incheon,2019,2,26,Partly Cloudy,9.8,0,0,0
Seoul Gyeonggi,Incheon,2019,2,27,Cloudy,11.2,3.7,0,0
Seoul Gyeonggi,Incheon,2019,2,28,Partly Cloudy,10.7,2.2,0,0
Seoul Gyeonggi,Incheon,2019,3,1,Sunny,10.3,2,0,0
Seoul Gyeonggi,Incheon,2019,3,2,Mostly Cloudy,11.6,1.9,0,0
Seoul Gyeonggi,Incheon,2019,3,3,Mostly Cloudy,13.5,3,0,0
Seoul Gyeonggi,Incheon,2019,3,4,Partly Cloudy,13.3,5.4,0,0
Seoul Gyeonggi,Incheon,2019,3,5,Cloudy,10.7,5,0,0
Seoul Gyeonggi,Incheon,2019,3,6,Mostly Cloudy,10.8,4.9,0,0
Seoul Gyeonggi,Incheon,2019,3,7,Sunny,11,2.8,0,0
Seoul Gyeonggi,Incheon,2019,3,8,Sunny,10.5,1.2,0,0
Seoul Gyeonggi,Incheon,2019,3,9,Mostly Cloudy,12.1,1.1,0,0
Seoul Gyeonggi,Incheon,2019,3,10,Mostly Cloudy,14.4,6.1,0,0
Seoul Gyeonggi,Incheon,2019,3,11,Rainy,6.7,3.6,0.1,0
Seoul Gyeonggi,Incheon,2019,3,12,Partly Cloudy,7.4,1.6,0,0
Seoul Gyeonggi,Incheon,2019,3,13,Sunny,6.9,1.7,0,0
Seoul Gyeonggi,Incheon,2019,3,14,Partly Cloudy,8.8,0.1,0,0
Seoul Gyeonggi,Incheon,2019,3,15,Rainy,11,2.5,1.5,0
Seoul Gyeonggi,Incheon,2019,3,16,Partly Cloudy,8,1.3,0,0
Seoul Gyeonggi,Incheon,2019,3,17,Sunny,11,3.3,0,0
Seoul Gyeonggi,Incheon,2019,3,18,Mostly Cloudy,10.4,2.3,0,0
Seoul Gyeonggi,Incheon,2019,3,19,Partly Cloudy,12.5,4.4,0,0
Seoul Gyeonggi,Incheon,2019,3,20,Rainy,13.5,6.5,16.4,0
Seoul Gyeonggi,Incheon,2019,3,21,Rainy,10.4,2.3,4.7,0
Seoul Gyeonggi,Incheon,2019,3,22,Sunny,7.3,0,0,0
Seoul Gyeonggi,Incheon,2019,3,23,Rainy,7.4,1.3,2.6,0
Seoul Gyeonggi,Incheon,2019,3,24,Sunny,7.9,1.7,0,0
Seoul Gyeonggi,Incheon,2019,3,25,Mostly Cloudy,11.3,3.4,0,0
Seoul Gyeonggi,Incheon,2019,3,26,Partly Cloudy,13.9,7,0,0
Seoul Gyeonggi,Incheon,2019,3,27,Cloudy,13.5,6,0,0
Seoul Gyeonggi,Incheon,2019,3,28,Mostly Cloudy,12.4,4.6,0,0
Seoul Gyeonggi,Incheon,2019,3,29,Partly Cloudy,11.4,5.6,0,0
Seoul Gyeonggi,Incheon,2019,3,30,Rainy,7.8,3.5,3.1,0
Seoul Gyeonggi,Incheon,2019,3,31,Partly Cloudy,7.9,3,0,0
Seoul Gyeonggi,Incheon,2019,4,1,Partly Cloudy,9.9,3.4,0,0
Seoul Gyeonggi,Incheon,2019,4,2,Sunny,11.2,3.3,0,0
Seoul Gyeonggi,Incheon,2019,4,3,Sunny,11.8,3.9,0,0
Seoul Gyeonggi,Incheon,2019,4,4,Sunny,11.9,4.1,0,0
Seoul Gyeonggi,Incheon,2019,4,5,Partly Cloudy,14.8,6.9,0,0
Seoul Gyeonggi,Incheon,2019,4,6,Cloudy,10.9,6.5,0,0
Seoul Gyeonggi,Incheon,2019,4,7,Partly Cloudy,17.8,5.8,0,0
Seoul Gyeonggi,Incheon,2019,4,8,Partly Cloudy,15.4,7.8,0,0
Seoul Gyeonggi,Incheon,2019,4,9,Rainy,14.1,5.1,14.9,0
Seoul Gyeonggi,Incheon,2019,4,10,Rainy,10,5.2,3.8,0
Seoul Gyeonggi,Incheon,2019,4,11,Partly Cloudy,13.4,5.6,0,0
Seoul Gyeonggi,Incheon,2019,4,12,Sunny,14.8,6.2,0,0
Seoul Gyeonggi,Incheon,2019,4,13,Mostly Cloudy,16.2,6.7,0,0
Seoul Gyeonggi,Incheon,2019,4,14,Rainy,12.5,7.5,2.4,0
Seoul Gyeonggi,Incheon,2019,4,15,Sunny,14.8,7,0,0
Seoul Gyeonggi,Incheon,2019,4,16,Partly Cloudy,20,8.1,0,0
Seoul Gyeonggi,Incheon,2019,4,17,Partly Cloudy,19,10.2,0,0
Seoul Gyeonggi,Incheon,2019,4,18,Cloudy,14.8,9.7,0,0
Seoul Gyeonggi,Incheon,2019,4,19,Mostly Cloudy,18.8,9.9,0,0
Seoul Gyeonggi,Incheon,2019,4,20,Rainy,17.7,11.4,1.1,0
Seoul Gyeonggi,Incheon,2019,4,21,Rainy,15.9,10.7,0.7,0
Seoul Gyeonggi,Incheon,2019,4,22,Partly Cloudy,25.3,10.1,0,0
Seoul Gyeonggi,Incheon,2019,4,23,Cloudy,22.5,13.6,0,0
Seoul Gyeonggi,Incheon,2019,4,24,Rainy,21.8,13,5.9,0
Seoul Gyeonggi,Incheon,2019,4,25,Rainy,16.8,8.1,9.6,0
Seoul Gyeonggi,Incheon,2019,4,26,Rainy,9.7,7.6,2.7,0
Seoul Gyeonggi,Incheon,2019,4,27,Partly Cloudy,16.1,6.1,0,0
Seoul Gyeonggi,Incheon,2019,4,28,Mostly Cloudy,16.3,10.5,0,0
Seoul Gyeonggi,Incheon,2019,4,29,Mostly Cloudy,16.8,9.9,0,0
Seoul Gyeonggi,Incheon,2019,4,30,Partly Cloudy,19.8,10.8,0,0
Seoul Gyeonggi,Incheon,2019,5,1,Sunny,18.5,10.7,0,0
Seoul Gyeonggi,Incheon,2019,5,2,Sunny,22,12.6,0,0
Seoul Gyeonggi,Incheon,2019,5,3,Sunny,21.5,10.8,0,0
Seoul Gyeonggi,Incheon,2019,5,4,Partly Cloudy,21.8,11.7,0,0
Seoul Gyeonggi,Incheon,2019,5,5,Partly Cloudy,22.7,12.7,0,0
Seoul Gyeonggi,Incheon,2019,5,6,Sunny,18.2,10.1,0,0
Seoul Gyeonggi,Incheon,2019,5,7,Sunny,18.2,9.8,0,0
Seoul Gyeonggi,Incheon,2019,5,8,Mostly Cloudy,17.2,10.8,0,0
Seoul Gyeonggi,Incheon,2019,5,9,Partly Cloudy,17.9,11.7,0,0
Seoul Gyeonggi,Incheon,2019,5,10,Partly Cloudy,21,10.4,0,0
Seoul Gyeonggi,Incheon,2019,5,11,Partly Cloudy,22.8,12,0,0
Seoul Gyeonggi,Incheon,2019,5,12,Partly Cloudy,23.9,12.8,0,0
Seoul Gyeonggi,Incheon,2019,5,13,Cloudy,21.3,14.7,0,0
Seoul Gyeonggi,Incheon,2019,5,14,Sunny,23.8,13.3,0,0
Seoul Gyeonggi,Incheon,2019,5,15,Partly Cloudy,24.1,14.4,0,0
Seoul Gyeonggi,Incheon,2019,5,16,Partly Cloudy,26.7,15.2,0,0
Seoul Gyeonggi,Incheon,2019,5,17,Cloudy,25.7,17.4,0,0
Seoul Gyeonggi,Incheon,2019,5,18,Cloudy,25.4,16.6,0,0
Seoul Gyeonggi,Incheon,2019,5,19,Rainy,21.1,17.7,14.4,0
Seoul Gyeonggi,Incheon,2019,5,20,Rainy,19.5,12.8,8.3,0
Seoul Gyeonggi,Incheon,2019,5,21,Sunny,21,12.5,0,0
Seoul Gyeonggi,Incheon,2019,5,22,Sunny,22.3,12.8,0,0
Seoul Gyeonggi,Incheon,2019,5,23,Sunny,25.4,15.2,0,0
Seoul Gyeonggi,Incheon,2019,5,24,Sunny,28.3,17.2,0,0
Seoul Gyeonggi,Incheon,2019,5,25,Mostly Cloudy,25,17.7,0,0
Seoul Gyeonggi,Incheon,2019,5,26,Mostly Cloudy,27.4,19.3,0,0
Seoul Gyeonggi,Incheon,2019,5,27,Rainy,22.4,15,10.5,0
Seoul Gyeonggi,Incheon,2019,5,28,Sunny,20.6,13.9,0,0
Seoul Gyeonggi,Incheon,2019,5,29,Sunny,22.4,14.2,0,0
Seoul Gyeonggi,Incheon,2019,5,30,Cloudy,22.4,15.6,0,0
Seoul Gyeonggi,Incheon,2019,5,31,Sunny,21.2,15.5,0,0
Seoul Gyeonggi,Incheon,2019,6,1,Mostly Cloudy,19.9,14.8,0,0
Seoul Gyeonggi,Incheon,2019,6,2,Sunny,24.4,14.8,0,0
Seoul Gyeonggi,Incheon,2019,6,3,Sunny,27.1,16.5,0,0
Seoul Gyeonggi,Incheon,2019,6,4,Partly Cloudy,24.7,17.9,0,0
Seoul Gyeonggi,Incheon,2019,6,5,Mostly Cloudy,23.2,17.3,0,0
Seoul Gyeonggi,Incheon,2019,6,6,Rainy,21.8,17.3,5.9,0
